Age,Education Level,Internet Connection,Marital Status,Num Bathrooms,Num Bedrooms,Num Cars,Num Children,Num TVs,PPV Freq,Prerec Buying Freq,Prerec Format,Prerec Renting Freq,Prerec Viewing Freq,Theater Freq,TV Movie Freq,TV Signal,Home Ownership,Female,Male
28,3,2,1,1.0,1,1,0,1,1,2,1,3,2,1,3,2,Rent,0,1
25,3,2,2,1.0,1,1,0,1,1,1,1,3,4,1,3,2,Rent,0,1
27,2,0,1,2.5,2,1,1,2,3,1,1,2,2,1,3,2,Rent,1,0
23,2,0,2,3.0,3,1,0,1,2,1,1,2,2,1,5,4,Rent,0,1
52,3,1,1,3.0,4,2,1,3,2,2,1,1,1,1,4,2,Own,0,1
29,2,2,2,2.0,2,1,0,1,2,2,1,3,2,1,1,1,Rent,0,1
23,2,1,2,1.0,1,1,0,1,2,2,1,3,4,3,5,4,Rent,0,1
32,2,1,1,3.0,4,2,0,2,2,2,1,1,1,1,1,3,Own,0,1
35,3,1,0,1.5,2,1,1,1,2,2,1,3,2,1,2,2,Rent,1,0
31,6,0,0,1.0,2,1,0,2,2,2,1,2,2,1,1,2,Rent,1,0
30,3,1,2,2.5,4,1,0,2,1,3,1,3,2,3,2,2,Own,0,1
26,2,1,1,1.5,2,1,1,2,1,2,1,2,1,1,2,2,Rent,0,1
26,2,1,2,2.5,2,1,0,3,1,4,1,1,2,3,3,2,Own,0,1
29,3,3,1,1.0,2,1,1,1,2,2,1,1,3,1,2,2,Rent,0,1
29,2,1,2,2.5,3,1,0,3,2,2,1,2,1,3,1,2,Own,0,1
24,2,1,1,2.0,2,1,0,1,2,3,1,3,2,1,1,2,Rent,0,1
25,2,1,2,2.0,2,1,0,1,2,2,1,2,1,1,2,2,Rent,0,1
35,2,1,1,2.5,5,2,1,1,4,2,1,3,4,1,3,2,Own,0,1
40,5,0,1,1.0,3,3,2,1,1,1,1,2,2,2,1,2,Own,0,1
34,3,2,2,2.5,5,2,0,2,2,1,1,2,1,2,2,2,Own,1,0
32,3,0,2,1.0,1,1,0,1,2,2,1,3,2,1,3,2,Own,0,1
43,3,2,1,2.5,3,2,2,1,2,1,4,3,2,1,5,4,Own,0,1
27,2,0,1,2.0,3,2,3,2,2,1,1,3,2,1,3,3,Own,0,1
26,3,1,1,1.0,2,2,0,2,1,2,1,2,1,1,5,2,Rent,0,1
35,2,1,0,2.0,3,1,0,2,3,3,0,1,1,2,1,3,Own,1,0
42,2,2,1,1.0,1,2,0,2,1,1,1,2,2,1,2,2,Rent,0,1
33,5,0,1,1.5,3,2,2,2,2,1,1,4,1,2,5,2,Rent,0,1
38,2,1,2,2.5,3,0,0,1,2,1,1,1,1,1,4,2,Own,0,1
26,2,2,2,2.0,2,1,0,1,1,2,4,3,2,1,2,1,Rent,0,1
36,3,0,1,1.5,3,2,0,2,2,2,1,3,2,2,2,2,Own,0,1
34,2,1,1,2.0,3,1,0,1,3,2,1,1,3,1,2,2,Rent,0,1
25,2,0,2,1.0,2,2,0,1,1,1,1,3,2,3,3,2,Rent,1,0
36,3,3,1,1.0,1,1,0,1,2,1,1,2,1,1,5,4,Rent,0,1
20,5,2,2,1.0,1,1,0,1,3,2,1,3,2,1,2,2,Rent,1,0
35,2,0,1,3.0,4,2,3,3,2,1,1,2,1,2,1,2,Own,0,1
28,3,4,1,2.0,2,0,0,1,1,3,1,1,3,1,2,2,Rent,0,1
28,5,0,1,2.0,3,1,1,1,1,1,1,2,1,1,2,2,Rent,0,1
39,3,2,0,2.5,3,1,0,2,2,2,1,2,1,1,1,1,Own,0,1
24,3,1,2,2.0,2,1,0,1,2,2,1,3,2,1,2,2,Rent,0,1
33,2,0,1,2.5,3,2,1,3,1,2,1,3,2,2,1,2,Own,0,1
49,2,0,1,2.5,3,3,0,3,2,2,1,2,1,2,1,2,Own,0,1
27,2,1,1,2.5,3,2,0,2,2,2,1,3,2,1,2,2,Own,0,1
32,2,1,2,2.0,1,1,0,3,1,2,4,2,1,1,1,2,Own,1,0
43,1,2,2,3.5,4,1,0,2,1,2,4,1,3,2,1,3,Own,0,1
22,2,2,2,2.0,2,1,0,1,2,2,1,2,2,1,1,1,Rent,1,0
37,5,5,0,4.0,4,1,0,1,1,1,1,2,1,1,1,2,Own,0,1
23,2,2,1,2.0,2,1,0,1,1,2,1,3,2,1,1,2,Own,0,1
30,3,5,2,2.0,2,1,0,1,2,2,4,3,2,1,2,1,Own,0,1
23,2,0,2,1.0,1,1,0,1,2,2,1,3,2,2,2,2,Rent,0,1
32,2,1,1,2.0,3,2,0,2,2,1,1,4,1,3,3,3,Own,0,1
30,2,1,1,2.0,4,1,0,1,1,1,1,3,2,1,4,3,Own,0,1
25,2,0,2,1.0,1,1,0,1,2,3,1,1,2,1,1,1,Rent,0,1
28,3,0,1,2.5,3,2,0,1,1,3,1,3,2,1,2,2,Own,0,1
36,4,0,1,2.0,3,2,1,2,3,2,4,1,3,2,3,2,Own,1,0
23,2,2,2,1.0,2,1,0,1,2,1,1,1,2,1,4,1,Rent,0,1
48,3,0,1,2.0,4,2,2,4,2,2,4,1,3,2,2,2,Own,0,1
49,3,2,1,3.0,4,2,1,2,2,2,1,1,1,2,4,2,Own,0,1
38,3,0,1,2.0,3,2,2,1,3,2,1,3,2,1,4,2,Own,0,1
35,3,0,1,3.0,4,1,1,2,2,2,4,2,1,1,4,2,Own,0,1
33,1,4,2,2.0,2,0,0,1,1,3,4,4,3,2,2,2,Rent,0,1
29,5,1,2,3.0,4,1,0,3,1,2,1,2,2,1,1,2,Rent,0,1
25,7,0,2,2.0,3,2,0,1,2,3,1,2,3,3,2,2,Own,0,1
25,2,1,2,1.0,1,0,0,1,1,4,1,4,2,1,4,4,Own,0,1
28,2,0,1,2.0,2,1,0,3,2,1,1,1,2,1,3,2,Rent,1,0
29,2,0,1,2.5,2,2,0,2,1,3,1,1,3,2,1,2,Own,0,1
37,2,0,1,3.0,4,2,3,3,2,2,1,3,2,2,1,2,Own,0,1
25,2,1,2,1.0,1,3,0,2,2,3,1,3,2,2,4,1,Rent,0,1
25,2,1,1,1.0,3,3,1,1,1,2,1,2,2,2,1,3,Own,0,1
37,4,0,0,2.0,2,3,1,2,2,1,1,3,4,2,1,2,Rent,0,1
31,2,1,1,2.5,3,2,1,2,4,2,1,2,1,1,2,3,Own,0,1
28,3,3,1,2.5,3,2,1,3,2,1,1,3,2,3,3,3,Rent,0,1
24,9,4,2,1.0,1,1,0,1,2,2,1,2,1,2,1,2,Rent,0,1
31,2,2,1,1.0,2,0,0,2,4,1,1,2,1,3,3,2,Own,0,1
29,2,1,2,2.0,1,1,0,2,1,1,1,4,2,1,5,3,Own,0,1
33,2,1,1,2.0,2,0,1,1,2,2,1,4,1,2,2,2,Rent,0,1
22,2,0,2,2.5,5,1,0,2,3,2,1,1,3,1,2,3,Own,1,0
37,2,1,1,1.0,2,1,2,1,2,2,1,2,1,2,4,1,Rent,0,1
35,3,2,1,2.5,4,2,2,2,2,1,1,3,2,1,2,1,Own,0,1
29,2,5,2,2.0,2,1,0,2,3,3,0,1,2,3,5,3,Rent,0,1
38,5,0,1,2.0,4,2,0,1,1,2,1,4,3,2,4,3,Own,0,1
31,2,1,1,1.0,3,2,0,3,2,2,1,3,2,1,1,2,Own,0,1
29,3,0,1,2.0,2,2,0,3,2,1,1,2,2,3,1,2,Own,1,0
36,2,2,1,2.5,5,3,2,3,1,1,1,2,1,1,4,2,Own,0,1
31,2,0,1,3.0,4,2,1,1,2,3,4,4,2,1,1,1,Own,0,1
38,2,2,1,1.0,3,4,3,2,2,2,1,3,2,1,2,1,Own,0,1
23,2,1,2,2.5,2,1,0,2,3,4,1,1,2,1,2,2,Own,0,1
25,2,2,1,2.5,3,2,0,1,2,2,4,3,2,2,2,2,Own,0,1
30,3,2,1,3.0,3,2,0,2,2,2,1,3,2,1,2,2,Rent,0,1
50,2,0,1,3.0,3,3,4,2,2,2,4,2,2,2,4,2,Own,0,1
27,2,1,2,2.0,2,1,0,1,2,3,1,3,2,1,3,2,Rent,0,1
37,2,0,1,3.0,3,3,4,2,2,2,1,2,2,2,2,1,Own,0,1
22,2,1,2,1.0,1,1,0,1,2,1,1,1,2,3,2,2,Rent,0,1
28,3,2,1,2.5,3,1,0,1,2,3,4,1,3,2,3,2,Own,0,1
27,3,2,1,2.5,3,1,0,1,2,3,4,1,3,2,2,2,Own,1,0
26,2,2,2,1.0,2,1,0,1,1,2,5,3,4,1,3,2,Rent,0,1
23,3,4,2,2.0,2,1,0,1,2,2,1,3,2,3,2,2,Rent,0,1
25,3,1,2,1.0,1,1,0,1,1,2,1,3,2,3,2,2,Rent,0,1
26,5,1,4,2.0,4,1,0,2,1,1,1,1,1,1,2,3,Own,0,1
51,3,0,1,2.5,5,2,2,4,1,1,1,3,2,2,2,2,Own,0,1
24,3,2,2,2.0,3,1,0,1,1,2,1,1,1,1,2,2,Rent,0,1
35,8,1,4,1.0,3,1,1,2,2,1,1,1,1,1,5,1,Rent,0,1
28,4,1,2,1.0,1,1,0,2,2,1,1,2,2,2,2,3,Own,0,1
30,3,1,0,1.0,2,2,0,1,1,2,1,3,2,3,3,2,Rent,0,1
30,2,0,1,4.0,4,2,1,5,2,3,1,2,1,1,1,2,Own,0,1
27,5,1,2,1.0,1,2,0,2,2,1,1,2,1,1,3,3,Rent,0,1
25,2,1,1,2.0,2,1,0,2,2,1,1,1,1,1,3,3,Own,0,1
27,2,1,2,2.0,2,2,0,1,2,2,1,3,2,2,2,3,Rent,0,1
38,8,0,1,1.0,2,3,0,3,1,2,4,1,3,2,2,2,Own,0,1
33,2,1,0,1.0,1,1,0,2,2,1,1,1,2,1,2,2,Own,0,1
31,2,3,2,2.0,3,2,0,1,1,2,1,3,2,1,4,1,Own,0,1
42,2,3,1,2.5,4,2,3,1,2,2,1,2,1,2,2,3,Own,0,1
36,2,5,1,2.0,2,1,0,1,2,2,1,2,1,3,4,2,Own,0,1
26,5,0,1,1.0,3,1,3,1,2,1,1,3,2,2,4,2,Own,0,1
43,2,1,1,2.0,4,1,2,3,2,2,5,1,2,1,3,2,Own,0,1
27,3,1,2,2.0,3,0,0,1,3,1,1,3,2,1,4,4,Own,0,1
35,5,1,1,3.0,4,2,2,3,3,2,1,2,1,1,2,2,Own,0,1
22,5,2,2,2.5,3,1,0,1,1,1,1,1,2,1,3,3,Rent,0,1
31,2,2,1,2.0,4,2,2,3,2,1,1,2,2,2,2,1,Own,0,1
36,8,1,1,1.5,3,2,2,4,2,2,1,1,1,1,3,2,Own,0,1
34,2,0,1,3.0,3,1,2,2,1,1,1,3,2,1,2,2,Rent,0,1
28,3,1,1,2.0,2,2,0,3,1,2,1,2,1,3,2,2,Rent,0,1
26,2,2,2,1.0,3,1,0,3,4,4,1,2,1,1,2,3,Rent,0,1
24,4,2,2,2.5,4,0,0,5,2,2,1,1,1,1,2,1,Rent,0,1
40,5,0,1,2.5,4,2,2,4,2,2,1,3,2,1,2,2,Own,0,1
39,2,0,1,2.0,4,2,2,3,2,2,4,3,2,2,1,1,Own,1,0
31,2,2,1,1.5,3,3,0,3,2,2,1,1,1,2,5,1,Own,0,1
32,2,0,1,2.5,3,2,0,2,1,2,1,2,1,1,2,2,Own,0,1
28,3,2,1,2.0,2,2,1,2,2,1,1,3,2,1,4,1,Own,0,1
50,2,0,0,3.0,3,2,1,5,2,1,1,3,2,1,5,2,Own,1,0
29,2,0,1,2.0,4,2,1,2,1,1,1,2,2,1,4,2,Own,1,0
32,2,2,2,3.5,3,2,0,3,2,2,1,3,2,1,5,2,Own,1,0
31,2,1,1,2.5,3,2,2,2,1,2,1,2,1,1,2,2,Own,0,1
42,2,3,1,2.5,4,4,4,8,3,4,1,4,2,1,3,3,Own,0,1
28,2,3,1,1.5,3,2,0,2,2,1,1,3,2,1,2,3,Own,0,1
36,5,1,2,1.0,2,0,0,0,1,2,1,1,3,1,4,4,Own,0,1
26,4,2,1,1.5,2,2,1,1,2,2,1,2,1,2,4,1,Rent,0,1
31,2,0,1,2.0,4,2,0,2,1,1,1,2,2,3,5,2,Own,0,1
41,2,1,1,2.5,4,3,2,3,2,1,1,3,2,2,2,2,Own,0,1
25,8,1,2,3.0,4,4,0,4,3,1,1,5,4,1,2,2,Rent,0,1
36,2,1,1,2.5,4,3,4,4,3,1,1,2,1,1,1,3,Own,1,0
42,7,1,1,1.5,4,3,2,5,2,1,1,3,2,1,2,2,Own,0,1
31,3,2,1,2.0,2,1,0,3,2,2,1,3,2,1,3,2,Rent,0,1
42,3,1,1,4.0,3,2,1,3,2,1,4,2,2,1,4,2,Own,0,1
28,2,1,1,2.5,3,2,1,2,2,2,1,2,1,2,1,2,Own,0,1
28,2,1,1,4.0,3,0,0,5,1,4,1,3,1,1,4,1,Own,0,1
31,2,0,1,2.5,3,2,0,2,3,1,1,2,2,1,4,3,Own,0,1
40,2,0,1,2.5,4,4,3,3,2,2,1,3,2,2,2,2,Own,0,1
27,2,2,1,2.0,3,2,1,2,2,2,1,2,1,3,2,2,Own,0,1
36,1,0,1,3.0,4,1,2,3,3,2,1,2,1,1,4,3,Own,0,1
35,5,1,2,3.0,3,2,0,2,3,4,1,4,2,1,2,3,Own,0,1
51,2,2,1,2.5,4,2,2,2,2,2,1,5,2,1,2,2,Own,0,1
33,2,2,2,1.0,2,1,0,2,2,2,4,2,1,3,5,2,Rent,0,1
32,2,0,1,5.0,5,2,0,5,1,1,1,2,2,3,2,2,Own,0,1
56,2,2,1,2.5,4,2,4,1,2,3,4,1,3,3,5,4,Rent,0,1
32,7,1,2,1.0,1,2,0,2,1,2,1,3,2,1,2,2,Rent,0,1
46,6,2,4,3.0,3,1,0,4,1,1,1,2,2,1,1,2,Own,1,0
28,2,2,1,1.0,4,6,0,2,2,2,4,1,1,3,1,1,Own,0,1
23,2,0,1,3.0,4,1,0,3,2,4,1,2,2,1,3,2,Own,0,1
28,3,1,2,2.5,3,1,0,1,2,1,1,1,2,1,1,2,Own,0,1
28,2,0,2,2.0,3,2,0,5,2,1,1,2,2,1,3,2,Own,1,0
33,5,0,1,2.0,3,2,0,3,2,1,1,3,2,3,4,2,Rent,0,1
27,5,1,1,2.5,4,2,1,2,2,3,4,2,1,2,5,2,Own,0,1
34,2,2,1,1.0,2,2,1,1,2,2,1,2,1,2,1,1,Rent,0,1
44,3,0,1,3.5,4,3,2,4,1,1,1,1,1,1,1,2,Own,0,1
32,1,0,1,2.5,4,2,0,5,3,1,1,1,2,1,2,2,Own,0,1
43,2,0,1,4.0,5,2,1,5,1,4,1,2,2,3,3,2,Own,0,1
36,8,1,1,2.0,4,1,2,3,2,1,1,1,2,2,2,2,Own,0,1
34,3,0,1,4.0,5,2,1,4,3,1,1,3,2,1,2,2,Own,0,1
42,2,1,1,3.0,4,3,3,7,2,1,1,3,2,1,2,2,Own,0,1
30,3,2,2,1.0,5,0,0,2,2,4,1,1,2,3,2,1,Own,1,0
33,2,1,1,1.0,2,4,0,6,3,2,1,1,3,1,2,2,Own,0,1
41,2,1,0,2.0,4,2,2,1,3,2,1,2,1,2,1,3,Own,0,1
23,2,1,2,2.0,2,1,0,2,2,1,1,2,2,1,1,2,Rent,0,1
31,2,1,1,2.5,5,2,0,2,1,1,1,2,2,2,5,2,Own,0,1
49,2,0,1,4.0,4,2,1,3,2,2,1,3,2,1,4,2,Own,0,1
24,5,1,2,5.0,6,1,0,6,1,1,1,3,2,3,2,3,Own,0,1
23,8,1,2,2.0,2,1,0,3,3,4,1,2,2,1,3,3,Rent,0,1
39,2,0,1,3.5,4,3,3,3,2,1,1,3,2,1,2,2,Own,0,1
31,2,0,2,2.0,2,1,0,3,2,1,1,2,2,1,2,2,Own,1,0
31,2,0,1,1.5,2,2,0,3,1,1,1,1,2,2,4,2,Rent,0,1
24,3,1,2,2.5,2,1,0,1,2,1,1,2,2,2,4,4,Own,0,1
29,2,1,0,1.0,1,1,0,2,2,1,1,1,1,1,1,3,Rent,0,1
36,3,0,1,2.5,3,2,1,2,3,2,4,2,1,1,1,2,Own,0,1
33,3,0,1,2.0,3,1,0,2,2,2,1,3,2,2,4,1,Own,0,1
36,2,2,1,2.0,4,2,3,2,2,1,1,3,2,3,4,1,Own,0,1
22,2,0,2,2.5,3,1,0,3,2,2,1,1,2,1,4,2,Rent,0,1
27,2,2,1,1.5,2,2,0,1,2,3,1,2,1,2,1,2,Own,0,1
41,2,0,1,2.5,4,2,2,2,2,1,1,3,2,2,1,2,Own,1,0
38,5,2,3,2.5,3,2,0,4,1,3,4,1,1,1,2,3,Rent,0,1
37,2,2,1,2.5,3,2,2,2,1,1,1,2,2,1,4,2,Own,0,1
38,3,1,1,3.0,5,3,3,3,2,2,4,3,2,2,1,2,Own,0,1
38,2,1,1,2.0,3,1,3,4,2,4,1,1,2,1,2,2,Rent,0,1
46,5,2,2,2.0,2,2,0,2,2,1,1,5,4,4,5,2,Own,0,1
35,2,0,1,2.5,4,2,2,4,3,1,1,1,2,2,1,3,Own,0,1
57,2,0,1,3.0,4,3,2,3,1,2,1,2,1,2,2,2,Own,1,0
27,2,1,2,2.0,2,1,0,2,1,1,1,3,4,1,2,2,Rent,0,1
37,2,0,1,3.0,5,2,3,1,2,2,1,1,1,1,5,1,Own,0,1
44,8,0,0,2.0,2,1,0,2,4,1,1,2,2,1,3,2,Rent,0,1
38,2,0,1,3.0,5,2,2,2,2,1,1,2,2,1,5,2,Own,0,1
36,2,1,1,3.0,5,2,1,1,3,1,4,1,1,2,2,3,Own,1,0
36,2,2,1,2.0,3,2,3,1,3,2,4,1,2,2,2,1,Own,0,1
23,2,1,1,1.0,2,1,0,1,1,2,1,3,2,3,2,2,Rent,0,1
26,5,0,2,1.0,2,1,0,4,1,1,1,1,2,3,3,2,Rent,0,1
29,2,2,2,1.0,1,1,0,2,2,2,1,2,1,3,5,2,Rent,1,0
39,2,2,1,2.5,5,2,2,3,1,1,1,3,2,2,2,2,Own,0,1
31,2,0,1,2.0,4,2,0,2,2,2,1,2,1,1,1,2,Own,0,1
42,5,1,1,2.0,2,2,1,2,3,2,1,2,2,1,2,2,Rent,0,1
27,1,1,2,2.0,2,1,0,1,1,2,1,3,2,3,2,1,Rent,0,1
27,2,1,1,3.0,4,2,2,3,2,1,1,2,1,1,2,2,Own,0,1
35,3,1,2,2.0,2,1,0,2,3,1,1,1,2,1,2,2,Rent,0,1
24,3,2,2,2.0,2,1,0,1,2,2,1,2,2,1,2,2,Rent,0,1
30,2,0,1,2.5,4,2,0,3,2,4,1,1,2,3,1,2,Own,0,1
31,2,2,1,1.0,3,2,1,1,1,2,4,1,3,2,1,2,Own,0,1
44,2,0,1,2.5,4,2,4,2,1,3,4,2,1,2,1,2,Rent,0,1
33,2,0,1,2.0,4,2,0,1,2,2,1,3,2,2,1,2,Own,0,1
42,5,1,1,3.0,4,2,3,2,2,1,1,1,4,1,2,3,Own,0,1
28,6,1,1,1.0,1,1,0,1,1,1,1,3,2,1,3,2,Rent,0,1
29,3,0,1,2.5,4,1,1,1,1,2,1,1,3,2,1,1,Own,0,1
21,2,1,1,2.0,3,1,0,2,2,1,1,3,2,1,5,1,Own,0,1
55,3,0,2,3.0,4,2,0,5,2,2,1,1,3,2,4,2,Own,1,0
21,2,4,2,2.0,2,1,0,1,4,2,1,3,2,3,2,2,Rent,1,0
25,2,0,2,2.5,3,4,0,2,2,3,1,3,2,3,1,2,Rent,0,1
26,2,1,1,2.0,2,1,0,1,1,2,1,3,2,1,2,2,Rent,0,1
32,2,1,1,2.0,3,3,0,2,2,2,1,3,2,1,4,2,Own,0,1
41,2,0,1,2.5,3,1,2,4,4,1,1,5,4,1,4,2,Own,0,1
31,5,0,2,2.5,3,2,2,3,1,4,1,1,4,1,4,3,Rent,0,1
31,2,2,2,5.0,2,1,0,3,2,2,1,2,2,3,3,3,Own,0,1
25,2,0,2,2.0,4,0,0,3,3,1,1,3,2,3,2,2,Own,0,1
38,2,0,2,1.0,3,1,0,2,1,2,1,2,1,1,2,2,Own,0,1
34,2,1,1,2.0,3,2,1,1,2,2,1,3,2,1,4,2,Own,0,1
26,2,4,2,1.0,1,1,0,1,2,2,1,3,2,3,1,1,Rent,0,1
43,3,0,1,2.0,2,2,0,2,2,2,1,3,2,2,4,1,Rent,1,0
34,2,0,1,1.0,3,2,2,0,2,3,3,1,3,2,5,4,Own,0,1
26,3,0,2,2.0,2,1,0,1,1,2,1,2,1,3,1,2,Rent,0,1
31,2,2,1,2.0,2,1,0,1,2,1,1,2,2,2,2,2,Rent,1,0
23,5,4,2,2.0,3,3,0,1,2,2,1,3,2,1,2,2,Rent,0,1
31,2,1,2,1.0,1,3,0,2,2,2,1,3,2,1,4,4,Rent,0,1
28,2,0,2,1.0,1,1,0,2,2,4,1,2,2,3,4,3,Own,0,1
37,2,2,0,3.0,4,1,1,1,2,1,1,3,2,3,4,2,Own,1,0
35,5,1,1,2.5,3,2,1,2,3,2,1,1,1,1,2,2,Own,0,1
27,2,2,2,3.0,4,1,0,2,1,2,1,2,1,2,1,2,Own,1,0
30,2,0,1,3.5,3,1,0,1,1,2,1,3,2,1,2,2,Own,0,1
31,9,2,1,2.0,3,1,0,2,2,1,1,1,2,1,4,2,Rent,0,1
30,3,0,1,2.5,3,2,0,2,2,2,1,3,2,3,4,2,Own,0,1
27,2,0,3,1.0,3,1,0,2,3,3,3,1,2,1,4,3,Own,0,1
28,2,0,2,1.0,2,0,0,1,1,1,1,3,2,1,2,2,Rent,0,1
32,2,1,1,2.0,3,2,3,3,2,1,1,2,2,1,2,2,Own,0,1
35,2,2,1,2.5,3,3,0,1,2,2,4,2,1,2,2,2,Own,1,0
28,2,2,2,1.0,1,1,0,1,3,3,1,3,2,1,3,2,Rent,0,1
36,2,1,1,4.0,4,1,1,1,1,1,1,3,2,1,5,2,Own,1,0
32,2,0,1,2.0,3,3,0,2,2,1,1,2,2,2,1,2,Own,0,1
33,5,2,1,1.0,3,2,2,1,2,3,1,3,2,1,5,4,Own,0,1
23,2,0,2,2.0,2,1,0,2,1,1,1,1,2,1,2,2,Rent,0,1
28,2,1,2,2.0,3,1,0,1,1,2,1,2,1,1,2,2,Own,0,1
23,3,0,2,2.0,2,1,0,3,2,2,1,1,1,3,1,2,Rent,0,1
35,2,2,2,2.5,2,1,0,2,1,2,1,2,1,1,2,2,Own,1,0
31,3,0,1,2.0,2,2,0,3,3,1,1,3,2,1,4,2,Rent,0,1
38,2,1,1,2.0,3,2,0,2,2,1,1,2,2,2,2,3,Own,1,0
34,2,2,2,2.0,3,1,0,1,2,4,1,4,4,3,1,1,Own,0,1
25,3,4,2,1.0,1,1,0,1,2,1,1,2,2,2,5,4,Rent,0,1
42,2,2,1,2.5,3,3,2,4,1,3,4,4,1,2,2,2,Own,1,0
24,3,0,1,2.5,3,2,0,2,2,1,1,3,2,2,1,2,Own,0,1
33,2,0,1,1.0,2,2,0,2,3,1,1,1,2,2,2,3,Own,0,1
40,5,2,1,2.5,3,3,2,4,1,4,1,4,1,2,5,3,Own,0,1
32,2,1,1,2.5,3,2,1,2,2,1,1,2,1,1,2,2,Own,0,1
31,3,2,1,2.5,3,2,0,3,2,3,4,2,1,2,3,2,Own,1,0
46,2,2,1,2.0,3,4,2,1,2,2,1,2,1,1,2,2,Own,1,0
27,3,2,2,1.0,1,1,0,1,3,2,1,3,2,1,3,2,Rent,0,1
48,5,1,1,1.0,1,3,0,1,2,1,1,5,4,2,2,3,Own,1,0
22,5,1,2,2.5,3,1,0,4,2,1,1,2,4,3,3,3,Own,0,1
23,2,1,2,2.0,2,1,0,1,2,2,4,2,1,1,1,2,Rent,0,1
34,4,1,1,2.5,4,1,0,2,2,3,4,3,2,2,2,1,Own,0,1
50,1,3,1,3.0,4,2,2,2,3,2,1,1,1,1,2,2,Own,1,0
35,2,2,2,2.0,2,1,0,2,1,1,4,3,3,1,4,2,Rent,1,0
40,2,0,1,4.5,5,2,2,5,2,1,1,2,2,2,2,2,Own,0,1
26,3,1,1,1.0,2,2,0,1,2,2,1,3,2,3,3,2,Rent,0,1
27,3,0,1,1.5,2,2,0,1,2,2,1,3,2,1,4,2,Rent,0,1
23,3,1,2,2.0,2,2,0,2,3,1,1,3,2,3,1,2,Rent,0,1
28,2,1,1,2.5,4,2,2,2,2,2,4,1,3,1,2,2,Own,1,0
37,3,0,1,2.5,3,2,2,2,2,2,1,2,1,2,5,2,Own,0,1
31,8,1,2,1.0,2,3,0,1,2,1,1,3,2,1,2,2,Rent,0,1
27,2,1,2,2.0,3,1,0,2,1,2,1,2,2,1,3,2,Rent,0,1
42,3,2,1,2.0,4,2,2,1,2,2,1,1,1,1,4,1,Own,0,1
32,3,2,1,2.5,4,1,1,1,1,2,4,1,3,2,2,2,Own,0,1
32,2,0,1,2.5,4,2,3,3,2,2,1,3,2,1,1,2,Own,0,1
35,2,5,1,2.5,4,2,2,2,2,3,1,3,2,1,4,2,Own,0,1
32,2,0,2,2.0,2,1,0,3,1,4,1,4,4,2,3,3,Own,0,1
44,2,2,0,2.5,3,1,1,1,2,2,1,3,2,2,5,4,Own,1,0
35,7,1,2,1.0,2,1,0,3,3,4,1,4,2,1,2,3,Own,0,1
29,3,0,1,2.0,2,1,0,1,2,2,1,3,2,3,2,2,Rent,0,1
29,2,2,2,1.0,2,1,0,1,2,3,1,1,3,1,5,2,Rent,0,1
44,1,0,3,1.5,2,1,0,2,2,2,4,1,2,1,2,2,Own,0,1
45,4,2,1,2.5,4,3,4,3,3,2,1,2,2,1,4,3,Own,1,0
33,3,0,1,2.5,4,2,1,3,1,2,1,2,1,2,1,2,Own,0,1
21,2,1,2,1.0,1,1,0,7,2,2,1,3,2,1,1,1,Rent,0,1
38,2,1,1,2.5,4,3,2,3,1,2,1,2,2,2,3,3,Own,1,0
42,2,2,1,2.0,3,2,2,1,2,2,1,2,2,2,5,4,Own,0,1
38,3,2,1,2.5,3,4,0,2,2,1,1,3,2,2,1,3,Own,1,0
41,2,1,3,2.5,3,2,0,3,2,1,1,1,2,1,2,2,Own,1,0
47,3,0,1,3.0,4,3,0,2,2,4,1,3,2,2,5,1,Own,1,0
35,2,0,1,2.5,3,2,1,4,1,2,1,2,4,2,4,2,Own,0,1
36,3,1,1,1.0,1,1,0,1,2,2,1,2,1,2,5,2,Own,1,0
35,2,0,1,2.5,4,3,2,4,2,1,1,3,2,1,2,2,Own,0,1
38,3,1,2,2.0,2,1,0,1,2,2,1,3,3,1,5,2,Rent,0,1
27,4,3,2,1.0,3,1,0,1,1,3,4,1,1,1,1,4,Own,0,1
34,3,2,1,1.0,1,1,0,1,1,3,1,1,1,3,3,2,Rent,0,1
22,2,1,2,1.0,2,1,0,1,1,1,1,2,4,1,2,2,Rent,0,1
23,2,1,2,1.0,2,1,0,1,2,2,1,3,2,1,2,2,Rent,0,1
48,2,2,2,1.5,2,1,0,1,2,3,4,3,2,1,5,1,Own,1,0
31,2,4,2,2.0,2,1,0,2,2,4,1,5,4,1,5,4,Rent,0,1
37,2,1,1,2.5,3,2,0,3,1,4,1,2,2,1,4,3,Own,0,1
29,2,0,1,1.0,3,2,0,1,2,3,1,3,2,1,4,1,Own,0,1
40,3,1,1,2.5,4,1,4,2,2,2,1,3,2,2,2,2,Own,0,1
31,2,1,2,3.5,4,2,0,3,2,2,1,3,2,1,1,3,Own,0,1
36,3,2,2,2.0,2,1,0,2,2,2,1,1,1,4,2,2,Rent,0,1
33,5,0,1,2.0,3,2,0,3,2,2,1,2,1,3,2,2,Own,0,1
30,2,2,1,1.0,2,2,0,2,2,2,1,3,2,1,1,1,Own,0,1
32,3,0,1,2.0,4,2,1,1,1,2,1,3,2,1,4,1,Own,0,1
22,2,1,2,2.0,2,2,0,2,2,1,1,3,2,2,2,2,Rent,0,1
